Date/Time,Open,Close,ROC
7/17/2020,2000.0,1989.75,-0.5125000000000001
7/23/2020,2107.7,2100.35,-0.3487213550315467
7/24/2020,2095.0,2031.4,-3.0357995226730266
7/27/2020,2044.0,2026.1,-0.8757338551859145
7/28/2020,2060.0,2051.4,-0.4174757281553354
7/29/2020,2060.0,2049.7,-0.5000000000000089
8/5/20,2175.0,2163.45,-0.531034482758629
8/6/20,2170.0,2150.55,-0.896313364055291
8/7/20,2170.0,2138.4,-1.4562211981566777
8/10/20,2138.4,2116.5,-1.0241301907968616
8/14/2020,2214.3,2178.0,-1.63934426229509
8/19/2020,2279.0,2266.6,-0.5440982887231282
8/21/2020,2290.4,2259.45,-1.3512923506811154
8/24/2020,2269.95,2250.3,-0.8656578338729768
8/27/2020,2440.0,2380.85,-2.4241803278688563
8/28/2020,2376.75,2319.4,-2.4129588724097992
8/31/2020,2298.9,2251.25,-2.0727304362956236
9/1/20,2244.0,2241.6,-0.10695187165775807
9/2/20,2247.85,2218.45,-1.3079164535000152
9/7/20,2270.0,2261.4,-0.3788546255506568
9/8/20,2263.15,2246.6,-0.7312816207498478
9/9/20,2230.0,2222.7,-0.32735426008969426
9/11/20,2241.9,2239.35,-0.11374280744012585
9/14/2020,2250.0,2162.7,-3.880000000000008
9/15/2020,2185.0,2136.15,-2.235697940503428
9/16/2020,2152.55,2135.95,-0.7711783698404386
9/17/2020,2147.0,2139.05,-0.3702841173730702
9/18/2020,2149.9,2149.05,-0.03953672263825801
9/21/2020,2175.0,2097.45,-3.5655172413793186
9/22/2020,2099.0,2049.3,-2.367794187708424
9/23/2020,2066.95,2055.3,-0.5636324052347487
9/24/2020,2047.9,2047.35,-0.02685678011622549
9/28/2020,2110.9,2108.4,-0.11843289592117107
10/1/20,2210.0,2184.8,-1.1402714932126614
10/5/20,2192.95,2110.45,-3.7620556784240407
10/6/20,2135.75,2083.05,-2.467517265597557
10/7/20,2092.95,2066.1,-1.2828782340715217
10/8/20,2085.0,2065.35,-0.942446043165472
10/9/20,2068.0,2057.6,-0.5029013539651882
10/12/20,2072.0,2002.6,-3.349420849420854
10/13/2020,2002.6,1977.45,-1.2558673724158527
10/14/2020,1984.9,1974.55,-0.5214368482039466
10/15/2020,1987.1,1977.7,-0.47305118011171376
10/21/2020,2143.05,2081.35,-2.879074216653847
10/30/2020,2260.0,2239.9,-0.8893805309734474
11/2/20,2240.0,2205.75,-1.529017857142857
11/13/2020,2390.0,2383.05,-0.2907949790794903
11/14/2020,2405.0,2374.15,-1.282744282744279
11/18/2020,2420.0,2375.05,-1.857438016528918
11/20/2020,2390.0,2382.6,-0.3096234309623469
11/23/2020,2361.1,2360.4,-0.029647198339749187
11/25/2020,2370.0,2360.8,-0.38818565400843114
11/27/2020,2373.0,2289.2,-3.5313948588284947
12/4/20,2469.95,2441.9,-1.1356505192412694
12/9/20,2652.0,2625.3,-1.0067873303167352
12/10/20,2630.0,2622.05,-0.30228136882128587
12/14/2020,2715.0,2671.95,-1.5856353591160288
12/15/2020,2672.0,2640.05,-1.195733532934125
12/16/2020,2650.05,2627.05,-0.8679081526763645
12/17/2020,2645.0,2556.05,-3.3629489603024503
12/22/2020,2676.0,2625.75,-1.8778026905829595
12/28/2020,2685.95,2678.0,-0.2959846609207103
12/29/2020,2690.0,2665.7,-0.90334572490707
